timestamp,src_ip,x0,x1,x2,x3,x4,x5
1786916631.1663604,192.168.1.231,0.507698,0.546868,0.605341,0.835691,0.580911,0.819165
1786916656.2666397,192.168.1.231,0.507698,0.546868,0.605341,0.835691,0.580911,0.819165
1786916681.1664522,192.168.1.231,0.507698,0.546868,0.605341,0.835691,0.580911,0.819165
1786916706.2795281,192.168.1.231,0.507698,0.546868,0.605341,0.835691,0.580911,0.819165
